title,authors,journal,DOI,abstract,year,volume,issue,pages
Intraspecific variability in thermal tolerance: a case study with coastal cutthroat trout,"Anlauf-Dunn, Kara and Kraskura, Krista and Eliason, Erika J.",CONSERVATION PHYSIOLOGY,10.1093/conphys/coac029,"Coastal cutthroat trout (Oncorhynchus clarki clarki) are wide-ranging species, distributed throughout the river network. In this study, we evaluated how thermal performance varied in coastal cutthroat trout across four hydrologically distinct watersheds. Coastal cutthroat trout displayed considerable variability in physiological performance to varying temperature treatments. Understanding species physiological responses to current thermal regimes allows for a more nuanced approach to the management and conservation of native fish species into the future. Fish physiological performance is directly regulated by their thermal environment. Intraspecific comparisons are essential to ascertain the vulnerability of fish populations to climate change and to identify which populations may be more susceptible to extirpation and which may be more resilient to continued warming. In this study, we sought to evaluate how thermal performance varies in coastal cutthroat trout (Oncorhynchus clarki clarki) across four distinct watersheds in OR, USA. Specifically, we measured oxygen consumption rates in trout from the four watersheds with variable hydrologic and thermal regimes, comparing three ecologically relevant temperature treatments (ambient, annual maximum and novel warm). Coastal cutthroat trout displayed considerable intraspecific variability in physiological performance and thermal tolerance across the four watersheds. Thermal tolerance matched the historical experience: the coastal watersheds experiencing warmer ambient temperatures had higher critical thermal tolerance compared with the interior, cooler Willamette watersheds. Physiological performance varied across all four watersheds and there was evidence of a trade-off between high aerobic performance and broad thermal tolerance. Given the evidence of climate regime shifts across the globe, the uncertainty in both the rate and extent of warming and species responses in the near and long term, a more nuanced approach to the management and conservation of native fish species must be considered.",2022,10,1,NA
The effects of elevated temperature and ocean acidification on the metabolic pathways of notothenioid fish,"Enzor, Laura A. and Hunter, Evan M. and Place, Sean P.",CONSERVATION PHYSIOLOGY,10.1093/conphys/cox019,"The adaptations used by notothenioid fish to combat extreme cold may have left these fish poorly poised to deal with a changing environment. As such, the expected environmental perturbations brought on by global climate change have the potential to significantly affect the energetic demands and subsequent cellular processes necessary for survival. Despite recent lines of evidence demonstrating that notothenioid fish retain the ability to acclimate to elevated temperatures, the underlying mechanisms responsible for temperature acclimation in these fish remain largely unknown. Furthermore, little information exists on the capacity of Antarctic fish to respond to changes in multiple environmental variables. We have examined the effects of increased temperature and pCO(2) on the rate of oxygen consumption in three notothenioid species, Trematomus bernacchii, Pagothenia borchgrevinki, and Trematomus newnesi. We combined these measurements with analysis of changes in aerobic and anaerobic capacity, lipid reserves, fish condition, and growth rates to gain insight into the metabolic cost associated with acclimation to this dual stress. Our findings indicated that temperature is the major driver of the metabolic responses observed in these fish and that increased pCO(2) plays a small, contributing role to the energetic costs of the acclimation response. All three species displayed varying levels of energetic compensation in response to the combination of elevated temperature and pCO(2). While P. borchgrevinki showed nearly complete compensation of whole animal oxygen consumption rates and aerobic capacity, T. newnesi and T. bernacchii displayed only partial compensation in these metrics, suggesting that at least some notothenioids may require physiological trade-offs to fully offset the energetic costs of long-term acclimation to climate change related stressors.",2017,5,NA,NA
Inter-population differences in salinity tolerance of adult wild Sacramento splittail: osmoregulatory and metabolic responses to salinity,"Verhille, Christine E. and Dabruzzi, Theresa F. and Cocherell, Dennis E. and Mahardja, Brian and Feyrer, Fred and Foin, Theodore C. and Baerwald, Melinda R. and Fangue, Nann A.",CONSERVATION PHYSIOLOGY,10.1093/conphys/coaa098,"The Sacramento splittail (Pogonichthys macrolepidotus) is composed of two genetically distinct populations endemic to the San Francisco Estuary (SFE). The allopatric upstream spawning habitat of the Central Valley (CV) population connects with the sympatric rearing grounds via relatively low salinity waters, whereas the San Pablo (SP) population must pass through the relatively high-salinity Upper SFE to reach its allopatric downstream spawning habitat. We hypothesize that if migration through SFE salinities to SP spawning grounds is more challenging for adult CV than SP splittail, then salinity tolerance, osmoregulatory capacity, and metabolic responses to salinity will differ between populations. Osmoregulatory disturbances, assessed by measuring plasma osmolality and ions, muscle moisture and Na+-K+-ATPase activity after 168 to 336 h at 11 parts per thousand salinity, showed evidence for a more robust osmoregulatory capacity in adult SP relative to CV splittail. While both resting and maximum metabolic rates were elevated in SP splittail in response to increased salinity, CV splittail metabolic rates were unaffected by salinity. Further, the calculated difference between resting and maximum metabolic values, aerobic scope, did not differ significantly between populations. Therefore, improved osmoregulation came at a metabolic cost for SP splittail but was not associated with negative impacts on scope for aerobic metabolism. These results suggest that SP splittail may be physiologically adjusted to allow for migration through higher-salinity waters. The trends in interpopulation variation in osmoregulatory and metabolic responses to salinity exposures support our hypothesis of greater salinity-related challenges to adult CV than SP splittail migration and are consistent with our previous findings for juvenile splittail populations, further supporting our recommendation of population-specific management.",2020,8,NA,NA
Respiratory acidosis and O<sub>2</sub> supply capacity do not affect the acute temperature tolerance of rainbow trout (<i>Oncorhynchus mykiss</i>),"Montgomery, Daniel W. and Finlay, Jennifer and Simpson, Stephen D. and Engelhard, Georg H. and Birchenough, Silvana N. R. and Wilson, Rod W.",CONSERVATION PHYSIOLOGY,10.1093/conphys/coae026,"The mechanisms that determine the temperature tolerances of fish are poorly understood, creating barriers to disentangle how additional environmental challenges-such as CO2-induced aquatic acidification and fluctuating oxygen availability-may exacerbate vulnerability to a warming climate and extreme heat events. Here, we explored whether two acute exposures (similar to 0.5 hours or similar to 72 hours) to increased CO2 impact acute temperature tolerance limits in a freshwater fish, rainbow trout (Oncorhynchus mykiss). We separated the potential effects of acute high CO2 exposure on critical thermal maximum (CTmax), caused via either respiratory acidosis (reduced internal pH) or O-2 supply capacity (aerobic scope), by exposing rainbow trout to similar to 1 kPa CO2 (similar to 1\% or 10 000 mu atm) in combination with normoxia or hyperoxia (similar to 21 or 42 kPa O-2, respectively). In normoxia, acute exposure to high CO2 caused a large acidosis in trout (blood pH decreased by 0.43 units), while a combination of hyperoxia and similar to 1 kPa CO2 increased the aerobic scope of trout by 28\%. Despite large changes in blood pH and aerobic scope between treatments, we observed no impacts on the CTmax of trout. Our results suggest that the mechanisms that determine the maximum temperature tolerance of trout are independent of blood acid-base balance or the capacity to deliver O-2 to tissues.",2024,12,1,NA
Physiological responses of three species of unionid mussels to intermittent exposure to elevated carbon dioxide,"Hannan, Kelly D. and Jeffrey, Jennifer D. and Hasler, Caleb T. and Suski, Cory D.",CONSERVATION PHYSIOLOGY,10.1093/conphys/cow066,"Freshwater systems are at risk owing to increasing carbon dioxide (CO2) levels, and one of the possible reasons for these elevations is the deployment of non-physical fish barriers to prevent invasive fish movements. Carbon dioxide barriers have the potential to create short, chronic and intermittent exposures of CO2 for surrounding freshwater biota. Although intermittent exposures to a stressor may be more ecologically relevant, the majority of laboratory tests use chronic or short-term time periods to determine how organisms will respond to an environmental stressor. Measurements of the physiological responses of three species of unionid mussel, giant floaters (Pyganodon grandis), threeridge (Amblema plicata) and plain pocketbook (Lampsilis cardium), exposed to control pCO(2) (similar to 1000 mu atm) or intermittent conditions of pCO(2) (ranging from similar to 1000 to similar to 55 000 mu atm) 12 times per day over a 28 day period were gathered. There was no indication of recovery in the physiological responses of mussels between applications of CO2, suggesting that the recovery time between CO2 pulses (1.5 h) was not sufficient for recovery from the CO2 exposure period (0.5 h). Observations of acid-base and stress responses were consistent with what has been observed in chronic studies of freshwater mussels exposed to elevated pCO(2) (i.e. elevations in HCO3-, Ca2+, Na+ and glucose, and decreases in Mg2+ and Cl-). However, species differences were observed across almost all variables measured, which emphasizes the need for multispecies studies.",2016,4,NA,NA
Aerobic performance of two tropical cephalopod species unaltered by prolonged exposure to projected future carbon dioxide levels,"Spady, Blake L. and Nay, Tiffany J. and Rummer, Jodie L. and Munday, Philip L. and Watson, Sue-Ann",CONSERVATION PHYSIOLOGY,10.1093/conphys/coz024,"Squid and many other cephalopods live continuously on the threshold of their environmental oxygen limitations. If the abilities of squid to effectively take up oxygen are negatively affected by projected future carbon dioxide (CO2) levels in ways similar to those demonstrated in some fish and invertebrates, it could affect the success of squid in future oceans. While there is evidence that acute exposure to elevated CO2 has adverse effects on cephalopod respiratory performance, no studies have investigated this in an adult cephalopod after relatively prolonged exposure to elevated CO2 or determined any effects on aerobic scope. Here, we tested the effects of prolonged exposure (>= 20\% of lifespan) to elevated CO2 levels (similar to 1000 mu atm) on the routine and maximal oxygen uptake rates, aerobic scope and recovery time of two tropical cephalopod species, the two-toned pygmy squid, Idiosepius pygmaeus and the bigfin reef squid, Sepioteuthis lessoniana. Neither species exhibited evidence of altered aerobic performance after exposure to elevated CO2 when compared to individuals held at control conditions. The recovery time of I. pygmaeus under both control and elevated CO2 conditions was less than 1 hour, whereas S. lessoniana required approximately 8 hours to recover fully following maximal aerobic performance. This difference in recovery time may be due to the more sedentary behaviours of I. pygmaeus. The ability of these two cephalopod species to cope with prolonged exposure to elevated CO2 without detriment to their aerobic performance suggests some resilience to an increasingly high CO2 world.",2019,7,NA,NA
Additive effects of <i>p</i>CO<sub>2</sub> and temperature on respiration rates of the Antarctic pteropod <i>Limacina helicina antarctica</i>,"Hoshijima, Umihiko and Wong, Juliet M. and Hofmann, Gretchen E.",CONSERVATION PHYSIOLOGY,10.1093/conphys/cox064,"The Antarctic pteropod, Limacina helicina antarctica, is a dominant member of the zooplankton in the Ross Sea and supports the vast diversity of marine megafauna that designates this region as an internationally protected area. Here, we observed the response of respiration rate to abiotic stressors associated with global change-environmentally relevant temperature treatments (-0.8 degrees C, 4 degrees C) and pH treatments reflecting current-day and future modeled extremes (8.2, 7.95 and 7.7 pH at -0.8 degrees C; 8.11, 7.95 and 7.7 pH at 4 degrees C). Sampling repeatedly over a 14-day period in laboratory experiments and using microplate respirometry techniques, we found that the metabolic rate of juvenile pteropods increased in response to low-pH exposure (pH 7.7) at -0.8 degrees C, a near-ambient temperature. Similarly, metabolic rate increased when pteropods were exposed simultaneously to multiple stressors: lowered pH conditions ( pH 7.7) and a high temperature (4 degrees C). Overall, the results showed that pCO(2) and temperature interact additively to affect metabolic rates in pteropods. Furthermore, we found that L. h. antarctica can tolerate acute exposure to temperatures far beyond its maximal habitat temperature. Overall, L. h. antarctica appears to be susceptible to pH and temperature stress, two abiotic stressors which are expected to be especially deleterious for ectothermic marine metazoans in polar seas.",2017,5,NA,NA
Microclimate drives intraspecific thermal specialization: conservation perspectives in freshwater habitats,"Bartolini, Fabrizio and Giomi, Folco",CONSERVATION PHYSIOLOGY,10.1093/conphys/coab006,"Endemic and relict species are often confined to ecological refugia or over fragmented distributions, representing priority conservation subjects. Within these sites, the individual population may realize distinct niches to a varying degree of specialization. An emblematic example is provided by freshwater species segregated in thermal-mineral springs, where individuals may face highly diverse microclimates in limited geographic areas. Downscaling the characterization of physiological traits to microclimatic niches becomes pivotal to adopt effective conservation measures in these heterogeneous habitats. Melanopsis etrusca (Brot, 1862) is an endangered relict snail endemic to a small number of thermal-mineral streams in central Italy. Here we describe the thermal tolerance of two populations of M. etrusca inhabiting streams with distinctly different thermal regimes, investigating the extent of physiological and behavioural specialization to such diverse microclimatic niches. The comparison of oxygen consumption rates of a population dwelling in temperate streams, characterized by seasonal temperature fluctuations (12-27 degrees C), with a population experiencing constantly hot water (35-38 degrees C) revealed the absence of any seasonal or geographic effect on metabolic compensation. Conversely, mobility performances were maximized in the population inhabiting the hot stream. Interestingly, here, the snails exhibited emersion behaviour outside the water, triggered by temperatures above 37 degrees C. In the field, individuals of this population are observed inactive on stream banks, conceivably to minimize the metabolic cost that otherwise would be induced by remaining in the hot water. Only a few individuals from the temperate stream exhibited the same behaviour when exposed to elevated temperatures, suggesting the exaptation of a preexisting trait during the evolutionary process of adaptation to hot waters. The present results provide elements for the best practice in future programmes aimed at reintroducing stocks of threatened species across heterogeneous habitats. Our study further underlines the relevance of downscaling data collection for endangered species conservation in order to recognize microclimatic specializations.",2021,9,NA,NA
Maximum salinity tolerance and osmoregulatory capabilities of European perch Perca fluviatilis populations originating from different salinity habitats,"Christensen, Emil A. F. and Grosell, Martin and Steffensen, John F.",CONSERVATION PHYSIOLOGY,10.1093/conphys/coz004,"Although considered a stenohaline freshwater species, European perch (Perca fluviatilis) inhabit brackish waters. The present study determined the maximum salinity tolerance and osmoregulatory capability on individuals originating from brackish water and from freshwater populations. The fish were acclimated for 3 weeks to salinities of 0, 10, 12.5, 15, 17.5 and 20 after an initial stepwise increase to the target salinity. The maximum salinity tolerance was determined as the test salinity below which the fish could not acclimate and lost equilibrium. Blood plasma osmolality was measured if the fish had not lost equilibrium after the acclimation period. The maximum salinity tolerance was 17.5 for brackish water European perch and 10 for fresh water European perch. The high salinity tolerance of the brackish water European perch was caused by their ability to both hyper- and hypo-osmoregulate, whereas the freshwater originating fish could only hyper-osmoregulate. The results showed that maximum salinity tolerances and osmoregulatory capabilities depends on the origin habitat salinity. Due to genetic differentiation between European perch populations in brackish and fresh water, the possibility of brackish water European perch being a subspecies of European perch is discussed, yet vital knowledge concerning heritability of salinity tolerance traits is still missing. Regardless of species status, within-species plasticity in the ability to cope with varying salinities have substantial ecological and conservation implications and underlines the need for managing brackish water and freshwater European perch stocks separately.",2019,7,NA,NA
Does physiological tolerance to acute hypoxia and salinity change explain ecological niche in two intertidal crab species?,"Falconer, Thomas R. L. and Marsden, Islay D. and Hill, Jonathan V. and Glover, Chris N.",CONSERVATION PHYSIOLOGY,10.1093/conphys/coz086,"Intertidal biota is subjected to significant fluctuations in environmental parameters such as salinity and dissolved oxygen (DO). In the current study, the effects of salinity and DO on metabolic rate, critical oxygen partial pressure (P-crit), heart rate and osmoregulation in two intertidal crab species commonly found on New Zealand coastlines, Hemigrapsus crenulatus and Hemigrapsus sexdentatus, were measured. Based on its habitation of burrows in the lower intertidal zone, H. crenulatus was predicted to be more resilient to these environmental stressors than H. sexdentatus, which is distributed in the mid to high tidal zone. However, relative to the full-strength seawater control, there were no consistent salinity-dependent changes in respiratory or cardiovascular endpoints in either species following acute 6-h exposures mimicking a tidal cycle. Analysis of haemolymph osmolality and ions determined that both crab species were strong osmotic and ionic regulators over the 6-h exposure period. However, the threshold salinities at which significant changes in osmotic and ionic regulation occurred did differ and generally indicated that H. crenulatus was the better regulator. Respiratory and cardiovascular responses to DO were prominent, with a strong bradycardia observed in both species. Changes in osmolality and sodium ion regulation were also seen as DO declined. The effect on sodium ion levels had its onset at a higher oxygen partial pressure in H. sexdentatus than in H. crenulatus, indicative of a relatively poorer hypoxia tolerance in the former species. The relative resilience of respiratory, cardiovascular and osmoregulatory processes to salinity and DO variations likely contribute to distinct habitat distributions of the two crab species on New Zealand shorelines, although behaviour and inter-specific interactions may also play important roles. Environmental change, in the form of coastal erosion and anthropogenic contamination of estuaries, has the potential to disturb the delicate niche separation that exists between these species.",2019,7,NA,NA
Elevated CO<sub>2</sub> enhances aerobic scope of a coral reef fish,"Rummer, Jodie L. and Stecyk, Jonathan A. W. and Couturier, Christine S. and Watson, Sue-Ann and Nilsson, Goran E. and Munday, Philip L.",CONSERVATION PHYSIOLOGY,10.1093/conphys/cot023,"The uptake of anthropogenic CO2 by the ocean has been suggested to impact marine ecosystems by decreasing the respiratory capacity of fish and other water breathers. We investigated the aerobic metabolic scope of the spiny damselfish, Acanthochromis polyacanthus, from the Great Barrier Reef, Australia when exposed for 17 days to CO2 conditions predicted for the end of the century (946 mu atm CO2). Surprisingly, resting O-2 consumption rates were significantly lower and maximal O-2 consumption rates significantly higher in high-CO2-exposed fish compared with control fish (451 mu atm CO2). Consequently, high-CO2-exposed fish exhibited an unexpected increase in absolute (38\%) and factorial aerobic scopes (47\%). Haematological and muscle water changes associated with exercise were not affected by CO2 treatment. Thus, contrary to predictions, our results suggest that elevated CO2 may enhance aerobic scope of some fish species. Long-term experiments are now required to assess the response to elevated CO2 further, because developmental and transgenerational effects can be dramatic in fish. Ultimately, understanding the variability among species regarding the effects of CO2 on aerobic scope will be critical in predicting the impacts of ocean acidification on marine communities and ecosystems.",2013,1,1,NA
Maximal oxygen consumption increases with temperature in the European eel (<i>Anguilla anguilla</i>) through increased heart rate and arteriovenous extraction,"Claesson, Debora and Wang, Tobias and Malte, Hans",CONSERVATION PHYSIOLOGY,10.1093/conphys/cow027,"Global warming results in increasing water temperature, which may represent a threat to aquatic ectotherms. The rising temperature affects ecology through physiology, by exerting a direct limiting effect on the individual. The mechanism controlling individual thermal tolerance is still elusive, but some evidence shows that the heart plays a central role, and that insufficient transport of oxygen to the respiring tissues may determine the thermal tolerance of animals. In this study, the influence of the heart in thermal limitation was investigated by measurements of aerobic scope in the European eel (Anguilla anguilla) together with measurements of cardiac output during rest and activity. Aerobic capacity was not limited by an acutely increased temperature in the European eel. Oxygen demand was met by an increase in heart rate and arteriovenous extraction. These findings suggest that thermal tolerance during exposure to acute temperature changes is not defined by oxygen transport capacity in the eel, and other mechanisms may play a central role in limiting thermal tolerance in these fish.",2016,4,NA,NA
Maximum cardiac performance of Antarctic fishes that lack haemoglobin and myoglobin: exploring the effect of warming on nature's natural knockouts,"Egginton, Stuart and Axelsson, Michael and Crockett, Elizabeth L. and O'Brien, Kristin M. and Farrell, Anthony P.",CONSERVATION PHYSIOLOGY,10.1093/conphys/coz049,"Antarctic notothenioids, some of which lack myoglobin (Mb) and/or haemoglobin (Hb), are considered extremely stenothermal, which raises conservation concerns since Polar regions are warming at unprecedented rates. Without reliable estimates of maximum cardiac output (((Q)over dot)), it is impossible to assess their physiological scope in response to warming seas. Therefore, we compared cardiac performance of two icefish species, Chionodraco rastrospinosus (Hb(-)Mb(+)) and Chaenocephalus aceratus (Hb(-)Mb(-)), with a related notothenioid, Notothenia coriiceps (Hb(+)Mb(+)) using an in situ perfused heart preparation. The maximum (Q)over dot, heart rate (f(H)), maximum cardiac work (WC) and relative ventricular mass of N. coriiceps at 1 degrees C were comparable to temperate-water teleosts, and acute warming to 4 degrees C increased fH and WC, as expected. In contrast, icefish hearts accommodated a higher maximum stroke volume (VS) and maximum. Q at 1 degrees C, but their unusually large hearts had a lower fH and maximum afterload tolerance than N. coriiceps at 1 degrees C. Furthermore, maximum VS, maximum. Q and fH were all significantly higher for the Hb(-)Mb(+) condition compared with the Hb(-)Mb(-) condition, a potential selective advantage when coping with environmental warming. Like N. coriiceps, both icefish species increased H-f at 4 degrees C. Acutely warming C. aceratus increased maximum (Q) over dot, while C. rastrospinosus (like N. coriiceps) held at 4 degrees C for 1 week maintained maximum. Q when tested at 4 degrees C. These experiments involving short-term warming should be followed up with long-term acclimation studies, since the maximum cardiac performance of these three Antarctic species studied seem to be tolerant of temperatures in excess of predictions associated with global warming.",2019,7,NA,NA
"Effects of salinity on upstream-migrating, spawning sea lamprey, <i>Petromyzon marinus</i>","Ferreira-Martins, D. and Coimbra, J. and Antunes, C. and Wilson, J. M.",CONSERVATION PHYSIOLOGY,10.1093/conphys/cov064,"The sea lamprey, Petromyzon marinus, is an anadromous, semelparous species that is vulnerable to endangered in parts of its native range due in part to loss of spawning habitat because of man-made barriers. The ability of lampreys to return to the ocean or estuary and search out alternative spawning river systems would be limited by their osmoregulatory ability in seawater. A reduction in tolerance to salinity has been documented in migrants, although the underlying mechanisms have not been characterized. We examined the capacity for marine osmoregulation in upstream spawning migrants by characterizing the physiological effects of salinity challenge from a molecular perspective. Estuarine-captured migrants held in freshwater (FW) for similar to 1 week (short-term acclimation) or 2 months (long-term acclimation) underwent an incremental salinity challenge until loss of equilibrium occurred and upper thresholds of 25 and 17.5, respectively, occurred. Regardless of salinity tolerance, all lamprey downregulated FW ion-uptake mechanisms {[}gill transcripts of Na+:Cl-cotransporter (NCC/slc12a3) and epithelial Na+ channel (ENaC/scnn1) and kidney Na+/K+-ATPase (NKA) protein and activity but not transcript]. At their respective salinity limits, lamprey displayed a clear osmoregulatory failure and were unable to regulate {[}Na+] and {[}Cl-] in plasma and intestinal fluid within physiological limits, becoming osmocompromised. A >90\% drop in haematocrit indicated haemolysis, and higher plasma concentrations of the cytosolic enzymes alanine aminotransferase, aspartate aminotransferase and lactate dehydrogenase indicated damage to other tissues, including liver. However, >80\% of short-term FW-acclimated fish were able to osmoregulate efficiently, with less haemolysis and tissue damage. This osmoregulatory ability was correlated with significant upregulation of the secretory form of Na+:K+:2Cl(-) cotransporter (NKCC1/slc12a2) transcript levels and the re-emergence of seawater-type ionocytes detected through immunohistochemical NKA immunoreactivity in the gill, the central ionoregulatory organ. This work sheds light on the molecular and physiological limits to the potential return to seawater for lampreys searching for alternative FW systems in which to spawn.",2016,4,NA,NA
Divergence in salinity tolerance of northern Gulf ofMexico eastern oysters under field and laboratory exposure,"Marshall, Danielle A. and Casas, Sandra M. and Walton, William C. and Rikard, F. Scott and Palmer, Terence A. and Breaux, Natasha and La Peyre, Megan K. and Pollack, Jennifer Beseres and Kelly, Morgan and La Peyre, Jerome F.",CONSERVATION PHYSIOLOGY,10.1093/conphys/coab065,"The eastern oyster, Crassostrea virginica, is a foundation species within US Gulf of Mexico (GoM) estuaries that has experienced substantial population declines. As changes from management and climate are expected to continue to impact estuarine salinity, understanding how local oyster populations might respond and identifying populations with adaptations to more extremechanges in salinity could inform resource management, including restoration and aquaculture programs. Wild oysters were collected from four estuarine sites from Texas {[}Packery Channel (PC): 35.5, annual mean salinity, Aransas Bay (AB): 23.0] and Louisiana [}Calcasieu Lake (CL): 16.2, Vermilion Bay (VB): 7.4] and spawned. The progeny were compared in field and laboratory studies under different salinity regimes. For the field study, F1 oysters were deployed at low (6.4) and intermediate (16.5) salinity sites in Alabama. Growth andmortalitywere measured monthly. Condition index and Perkinsus marinus infection intensity were measured quarterly. For the laboratory studies, mortality was recorded in F1 oysters that were exposed to salinities of 2.0, 4.0, 20.0/22.0, 38.0 and 44.0 with and without acclimation. The results of the field study and laboratory study with acclimation indicated that PC oysters are adapted to high-salinity conditions and do not tolerate very low salinities. The AB stock had the highest plasticity as it performed as well as the PC stock at high salinities and as well as Louisiana stocks at the lowest salinity. Louisiana stocks did not perform as well as the Texas stocks at high salinities. Results from the laboratory studies without salinity acclimation showed that all F1 stocks experiencing rapid mortality at low salinities when 3-month oysters collected at a salinity of 24 were used and at both low and high salinities when 7-month oysters collected at a salinity of 14.5 were used.",2021,9,NA,NA
Water deprivation compromises maternal physiology and reproductive success in a cold and wet adapted snake <i>Vipera berus</i>,"Dezetter, Mathias and Le Galliard, Jean Francois and Guiller, Gaetan and Guillon, Michael and Leroux-Coyau, Mathieu and Meylan, Sandrine and Brischoux, Francois and Angelier, Frederic and Lourdais, Olivier",CONSERVATION PHYSIOLOGY,10.1093/conphys/coab071,"Droughts are becoming more intense and frequent with climate change. These extreme weather events can lead to mass mortality and reproduction failure, and therefore cause population declines. Understanding how the reproductive physiology of organisms is affected by water shortages will help clarify whether females can adjust their reproductive strategy to dry conditions or may fail to reproduce and survive. In this study, we investigated the consequences of a short period of water deprivation (2 weeks) during early pregnancy on the physiology and behaviour of a cold- and wet-adapted ectotherm (Vipera berus). We also examined water allocation to developing embryos and embryonic survival. Water-deprived females exhibited significant dehydration, physiological stress and loss of muscle mass. These effects of water deprivation on water balance and muscle loss were correlated with the number of developing embryos. While water-deprived females maintained water transfer to embryos at the expense of their own maintenance, water deprivation also led to embryonic mortality. Overall, water deprivation amplifies the reproductive costs of water allocation to support embryonic development. The deleterious impacts of water deprivation on female current reproductive performance and on potential survival and future reproduction could lead to severe population declines in this species.",2021,9,NA,NA
Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish,"Faleiro, Filipa and Baptista, Miguel and Santos, Catarina and Aurelio, Maria L. and Pimentel, Marta and Pegado, Maria Rita and Paula, Jose Ricardo and Calado, Ricardo and Repolho, Tiago and Rosa, Rui",CONSERVATION PHYSIOLOGY,10.1093/conphys/cov009,"Seahorses are currently facing great challenges in the wild, including habitat degradation and overexploitation, and how they will endure additional stress from rapid climate change has yet to be determined. Unlike most fishes, the poor swimming skills of seahorses, along with the ecological and biological constraints of their unique lifestyle, place great weight on their physiological ability to cope with climate changes. In the present study, we evaluate the effects of ocean warming (+4 degrees C) and acidification (Delta pH = -0.5 units) on the physiological and behavioural ecology of adult temperate seahorses, Hippocampus guttulatus. Adult seahorses were found to be relatively well prepared to face future changes in ocean temperature, but not the combined effect of warming and acidification. Seahorse metabolism increased normally with warming, and behavioural and feeding responses were not significantly affected. However, during hypercapnia the seahorses exhibited signs of lethargy (i.e. reduced activity levels) combined with a reduction of feeding and ventilation rates. Nonetheless, metabolic rates were not significantly affected. Future ocean changes, particularly ocean acidification, may further threaten seahorse conservation, turning these charismatic fishes into important flagship species for global climate change issues.",2015,3,NA,NA
Sea butterflies in a pickle: reliable biomarkers and seasonal sensitivity of Limacina retroversa to ocean acidification in the Gulf of Maine,"Maas, Amy E. and Lawson, Gareth L. and Bergan, Alexander J. and Wang, Zhaohui Aleck and Tarrant, Ann M.",CONSERVATION PHYSIOLOGY,10.1093/conphys/coae040,"Despite seasonal variability, pteropods exposed to acidification over multiple seasons reveal consistent patterns in gene expression and shell condition that can be used as bioindicators of ocean acidification stress. The passive dissolution of anthropogenically produced CO2 into the ocean system is reducing ocean pH and changing a suite of chemical equilibria, with negative consequences for some marine organisms, in particular those that bear calcium carbonate shells. Although our monitoring of these chemical changes has improved, we have not developed effective tools to translate observations, which are typically of the pH and carbonate saturation state, into ecologically relevant predictions of biological risks. One potential solution is to develop bioindicators: biological variables with a clear relationship to environmental risk factors that can be used for assessment and management. Thecosomatous pteropods are a group of pelagic shelled marine gastropods, whose biological responses to CO2 have been suggested as potential bioindicators of ocean acidification owing to their sensitivity to acidification in both the laboratory and the natural environment. Using five CO2 exposure experiments, occurring across four seasons and running for up to 15 days, we describe a consistent relationship between saturation state, shell transparency and duration of exposure, as well as identify a suite of genes that could be used for biological monitoring with further study. We clarify variations in thecosome responses due to seasonality, resolving prior uncertainties and demonstrating the range of their phenotypic plasticity. These biomarkers of acidification stress can be implemented into ecosystem models and monitoring programmes in regions where pteropods are found, whilst the approach will serve as an example for other regions on how to bridge the gap between point-based chemical monitoring and biologically relevant assessments of ecosystem health.",2024,12,1,NA
Energetic costs increase with faster heating in an aquatic ectotherm,"Harding, Lucy and Jackson, Andrew L. and Payne, Nicholas",CONSERVATION PHYSIOLOGY,10.1093/conphys/coad042,"We show that rate of temperature change has a systematic effect on the oxygen consumption of ectotherms and that as temperature increases more rapidly, the rate of oxygen consumption increases. These findings have implications for how we predict ectotherm responses to climate change, for example heat waves. The thermal sensitivity of metabolism is widely studied due to its perceived importance for organismal fitness and resilience to future climate change. Almost all such studies estimate metabolism at a variety of constant temperatures, with very little work exploring how metabolism varies during temperature change. However, temperature in nature is rarely static, so our existing understanding from experiments may not reflect how temperature influences metabolism in natural systems. Using closed-chamber respirometry, we estimated the aerobic metabolic rate of an aquatic ectotherm, the Atlantic ditch shrimp Palaemonetes varians, under varying thermal conditions. We continuously measured oxygen consumption of shrimp during heating, cooling and constant temperatures, starting trials at a range of acclimation temperatures and exposing shrimp to a variety of rates of temperature change. In a broad sense, cumulative oxygen consumption estimated from static temperature exposures corresponded to estimates derived from ramping experiments. However, further analyses showed that oxygen consumption increases for both faster heating and faster cooling, with rapid heating driving higher metabolic rates than if shrimp were warmed slowly. These results suggest a systematic influence of heating rate on the thermal sensitivity of metabolism. With influential concepts such as the metabolic theory of ecology founded in data from constant temperature experiments, our results encourage further exploration of how variable temperature impacts organism energetics, and to test the generality of our findings across species. This is especially important given climate forecasts of heat waves that are characterised by both increased temperatures and faster rates of change.",2023,11,1,NA
